date,vem_id,merc_id,daily_quantity,merc_brand_code,merc_type_code,machine_type,capacity,scene_code,city_name,merc_sale_price,max_temperature,min_temperature,weather,wind_level,event_name,is_offday,coupon_amount,discount_quantity,is_available,stockout_flag,outage_flag,suspension_flag
2025-02-17,VEM0001,MERC00001,6.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.91,14.57,小雨,3,节假日,0,1.0,1,1,0,0,0
2025-02-18,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.59,17.47,晴,1,无,0,0.0,0,1,0,0,0
2025-02-19,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,21.72,15.05,阴,1,无,0,0.0,0,1,0,0,0
2025-02-20,VEM0001,MERC00001,11.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.98,20.05,晴,1,无,0,0.0,0,1,0,0,0
2025-02-21,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.21,15.43,晴,3,无,0,0.0,0,1,0,0,0
2025-02-22,VEM0001,MERC00001,7.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.33,15.13,多云,1,无,1,0.0,0,1,0,0,0
2025-02-23,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.56,21.27,晴,1,无,1,0.0,0,1,0,0,0
2025-02-24,VEM0001,MERC00001,6.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,22.64,17.29,晴,4,无,0,0.0,0,1,0,0,0
2025-02-25,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.89,20.26,小雨,2,无,0,1.0,1,1,0,0,0
2025-02-26,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.17,21.66,多云,1,无,0,0.0,0,1,0,0,0
2025-02-27,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.64,19.83,晴,3,无,0,0.0,0,1,0,0,0
2025-02-28,VEM0001,MERC00001,9.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,21.42,12.9,小雨,4,无,0,0.0,0,1,0,0,0
2025-03-01,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.04,19.47,多云,1,无,1,0.0,0,1,0,0,0
2025-03-02,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.82,17.87,晴,2,无,1,0.0,0,1,0,0,0
2025-03-03,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.74,22.22,多云,1,无,0,0.0,0,1,0,0,0
2025-03-04,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.7,20.24,多云,3,节假日,0,1.0,1,1,0,0,0
2025-03-05,VEM0001,MERC00001,10.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.5,19.21,晴,4,无,0,1.0,1,1,0,0,0
2025-03-06,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.71,20.09,多云,4,无,0,0.0,0,1,0,0,0
2025-03-07,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.24,19.37,多云,2,无,0,0.0,0,1,0,0,0
2025-03-08,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.25,18.65,多云,4,无,1,0.0,0,1,0,0,0
2025-03-09,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.41,18.73,晴,3,无,1,0.0,0,1,0,0,0
2025-03-10,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.66,24.44,小雨,2,无,0,0.0,0,1,0,0,0
2025-03-11,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.31,21.9,多云,2,无,0,0.0,0,1,0,0,0
2025-03-12,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.74,19.18,多云,1,节假日,0,0.0,0,1,0,0,0
2025-03-13,VEM0001,MERC00001,13.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,30.39,24.83,晴,4,无,0,0.0,0,1,0,0,0
2025-03-14,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.52,21.35,小雨,4,无,0,0.0,0,1,0,0,0
2025-03-15,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.17,19.49,小雨,3,无,1,0.0,0,1,0,0,0
2025-03-16,VEM0001,MERC00001,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,32.09,25.07,晴,4,无,1,0.0,0,1,0,0,0
2025-03-17,VEM0001,MERC00001,7.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.77,22.06,晴,4,无,0,0.0,0,1,0,0,0
2025-03-18,VEM0001,MERC00001,13.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.28,20.46,阴,3,无,0,2.0,1,1,0,0,0
2025-03-19,VEM0001,MERC00001,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.38,19.93,多云,4,无,0,0.0,0,1,0,0,0
2025-01-21,VEM0001,MERC00002,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.41,12.88,多云,1,无,0,0.0,0,1,0,0,0
2025-01-22,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.84,14.85,阴,4,无,0,0.0,0,1,0,0,0
2025-01-23,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,19.28,13.99,晴,1,无,0,0.0,0,1,0,0,0
2025-01-24,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.33,12.92,晴,2,无,0,0.0,0,1,0,0,0
2025-01-25,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,20.8,15.32,晴,4,无,1,0.0,0,1,0,0,0
2025-01-26,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.87,16.38,小雨,3,无,1,0.0,0,1,0,0,0
2025-01-27,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.12,15.15,阴,1,无,0,0.0,0,1,0,0,0
2025-01-28,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.93,18.1,晴,1,无,0,0.0,0,1,0,0,0
2025-01-29,VEM0001,MERC00002,3.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.0,16.26,晴,4,无,0,0.0,0,1,0,0,0
2025-01-30,VEM0001,MERC00002,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.87,14.38,阴,2,无,0,0.0,0,0,0,0,1
2025-01-31,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.52,17.28,多云,3,无,0,0.0,0,1,0,0,0
2025-02-01,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.33,14.93,晴,2,无,1,2.0,1,1,0,0,0
2025-02-02,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.11,16.11,晴,4,无,1,0.0,0,1,0,0,0
2025-02-03,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.21,18.18,晴,3,无,0,0.0,0,1,0,0,0
2025-02-04,VEM0001,MERC00002,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.14,17.52,多云,1,无,0,0.0,0,1,0,0,0
2025-02-05,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.21,17.65,多云,1,无,0,0.0,0,1,0,0,0
2025-02-06,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.03,16.52,多云,2,无,0,2.0,1,1,0,0,0
2025-02-07,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.86,17.44,阴,2,无,0,0.0,0,1,0,0,0
2025-02-08,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.12,13.21,晴,2,无,1,0.0,0,1,0,0,0
2025-02-09,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.33,18.69,小雨,2,无,1,0.0,0,1,1,0,0
2025-02-10,VEM0001,MERC00002,5.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.32,16.22,阴,2,无,0,0.0,0,1,0,0,0
2025-02-11,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.15,19.6,晴,4,无,0,0.0,0,1,0,0,0
2025-02-12,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.43,16.43,阴,2,无,0,0.0,0,1,0,0,0
2025-02-13,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.36,20.66,晴,2,节假日,0,0.0,0,1,0,0,0
2025-02-14,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.27,20.06,晴,3,无,0,1.0,1,1,0,0,0
2025-02-15,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.12,18.38,小雨,1,无,1,0.0,0,1,0,0,0
2025-02-16,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.66,16.38,多云,2,无,1,0.0,0,1,0,0,0
2025-02-17,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,20.95,15.12,阴,2,无,0,0.0,0,1,0,0,0
2025-02-18,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.07,18.46,多云,4,无,0,0.0,0,1,0,0,0
2025-02-19,VEM0001,MERC00002,0.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.27,15.0,晴,2,无,0,0.0,0,1,0,0,0
2025-02-20,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.5,15.47,多云,4,无,0,0.0,0,1,0,0,0
2025-02-21,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.78,19.93,晴,1,无,0,0.0,0,1,0,0,0
2025-02-22,VEM0001,MERC00002,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.16,22.82,晴,3,无,1,0.0,0,1,0,0,0
2025-02-23,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.53,18.09,晴,4,节假日,1,0.0,0,1,0,0,0
2025-02-24,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.08,17.62,晴,1,无,0,0.0,0,1,0,0,0
2025-02-25,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.82,19.02,晴,2,无,0,0.0,0,1,0,0,0
2025-02-26,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.03,19.69,晴,2,无,0,0.0,0,1,0,0,0
2025-02-27,VEM0001,MERC00002,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.56,17.85,多云,2,无,0,0.0,0,1,0,0,0
2025-02-28,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.12,18.73,小雨,3,无,0,0.0,0,1,0,0,0
2025-03-01,VEM0001,MERC00002,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.75,16.04,晴,2,无,1,0.0,0,1,0,0,0
2025-03-02,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.36,17.63,小雨,4,无,1,0.0,0,1,0,0,0
2025-03-03,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.71,20.22,阴,2,无,0,0.0,0,1,0,0,0
2025-03-04,VEM0001,MERC00002,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.39,19.64,多云,4,无,0,1.0,1,1,0,0,0
2025-03-05,VEM0001,MERC00002,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,20.81,14.14,多云,2,无,0,0.0,0,1,0,0,0
2025-03-06,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.73,15.97,晴,2,无,0,0.0,0,1,0,0,0
2025-03-07,VEM0001,MERC00002,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.7,22.33,小雨,1,无,0,1.0,1,1,0,0,0
2025-03-08,VEM0001,MERC00002,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.67,19.95,晴,3,无,1,0.0,0,1,0,0,0
2025-03-09,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.65,17.91,多云,4,无,1,0.0,0,1,0,0,0
2025-03-10,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.72,19.94,小雨,1,无,0,2.0,1,1,0,0,0
2025-03-11,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.01,15.1,阴,3,无,0,1.0,1,1,0,0,0
2025-03-12,VEM0001,MERC00002,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.1,23.16,晴,1,无,0,0.0,0,1,0,0,0
2025-03-13,VEM0001,MERC00002,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.71,25.57,晴,4,无,0,0.0,0,1,0,0,0
2025-03-14,VEM0001,MERC00002,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.8,21.18,小雨,4,无,0,0.0,0,1,0,0,0
2025-03-15,VEM0001,MERC00002,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.11,15.32,多云,3,无,1,0.0,0,1,0,0,0
2025-03-16,VEM0001,MERC00002,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.47,22.19,晴,4,无,1,0.0,0,1,0,0,0
2025-03-17,VEM0001,MERC00002,3.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.06,16.98,多云,1,无,0,0.0,0,1,0,0,0
2025-03-18,VEM0001,MERC00002,16.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.87,23.32,多云,3,节假日,0,2.0,1,1,0,0,0
2025-03-19,VEM0001,MERC00002,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.97,23.42,晴,4,无,0,0.0,0,1,0,0,0
2025-01-21,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,19.73,13.69,小雨,1,无,0,0.0,0,1,0,0,0
2025-01-22,VEM0001,MERC00003,3.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.66,15.91,多云,2,无,0,0.0,0,1,0,0,0
2025-01-23,VEM0001,MERC00003,3.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,22.01,14.24,晴,4,无,0,0.0,0,1,0,0,0
2025-01-24,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,21.02,12.98,多云,3,无,0,0.0,0,1,0,0,0
2025-01-25,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.95,16.89,晴,1,无,1,1.0,1,1,0,0,0
2025-01-26,VEM0001,MERC00003,2.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,22.31,15.58,多云,1,无,1,0.0,0,1,0,0,0
2025-01-27,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.46,15.89,阴,4,无,0,0.0,0,1,0,0,0
2025-01-28,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.24,17.24,阴,1,无,0,0.0,0,1,0,0,0
2025-01-29,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,25.48,18.36,晴,1,无,0,0.0,0,1,0,0,0
2025-01-30,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.85,16.61,晴,2,无,0,0.0,0,1,0,0,0
2025-01-31,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,19.79,13.01,晴,3,无,0,0.0,0,1,0,0,0
2025-02-01,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,24.28,16.95,小雨,1,节假日,1,0.0,0,1,0,0,0
2025-02-02,VEM0001,MERC00003,2.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,24.02,18.97,多云,4,无,1,1.0,1,1,0,0,0
2025-02-03,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,19.5,13.3,晴,4,无,0,0.0,0,1,0,0,0
2025-02-04,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,24.25,16.81,晴,4,无,0,0.0,0,1,0,0,0
2025-02-05,VEM0001,MERC00003,3.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,20.4,13.74,阴,1,无,0,0.0,0,1,0,0,0
2025-02-06,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,24.02,15.97,多云,2,无,0,1.0,1,1,0,0,0
2025-02-07,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.34,20.73,阴,2,无,0,0.0,0,1,0,0,0
2025-02-08,VEM0001,MERC00003,2.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,21.98,15.51,晴,1,无,1,0.0,0,1,0,0,0
2025-02-09,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,22.86,15.39,晴,4,无,1,0.0,0,1,0,0,0
2025-02-10,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,22.57,15.67,阴,2,无,0,0.0,0,1,0,0,0
2025-02-11,VEM0001,MERC00003,3.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.33,14.79,晴,3,无,0,0.0,0,1,0,0,0
2025-02-12,VEM0001,MERC00003,7.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.5,19.41,晴,2,无,0,0.0,0,1,0,0,0
2025-02-13,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,25.25,17.0,晴,2,无,0,0.0,0,1,0,0,0
2025-02-14,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,25.85,17.08,阴,3,节假日,0,0.0,0,1,0,0,0
2025-02-15,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.65,16.46,多云,1,无,1,0.0,0,1,0,0,0
2025-02-16,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,29.15,22.25,阴,3,无,1,0.0,0,1,0,0,0
2025-02-17,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.62,17.58,阴,3,无,0,1.0,1,1,0,0,0
2025-02-18,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,24.38,18.18,晴,2,节假日,0,0.0,0,1,0,0,0
2025-02-19,VEM0001,MERC00003,7.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,29.8,22.93,多云,2,无,0,1.0,1,1,0,0,0
2025-02-20,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,28.24,22.29,阴,2,无,0,0.0,0,1,0,0,0
2025-02-21,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.4,19.33,晴,2,无,0,0.0,0,1,0,0,0
2025-02-22,VEM0001,MERC00003,1.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,21.56,15.46,晴,3,节假日,1,0.0,0,1,0,0,0
2025-02-23,VEM0001,MERC00003,2.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,23.48,15.45,小雨,1,无,1,1.0,1,1,0,0,0
2025-02-24,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.41,19.67,晴,2,无,0,0.0,0,1,0,0,0
2025-02-25,VEM0001,MERC00003,2.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,27.91,19.83,晴,3,无,0,0.0,0,1,0,0,0
2025-02-26,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.75,20.18,晴,2,无,0,1.0,1,1,0,0,0
2025-02-27,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.34,20.74,阴,2,无,0,0.0,0,1,0,0,0
2025-02-28,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,24.74,19.17,多云,2,无,0,0.0,0,1,0,0,0
2025-03-01,VEM0001,MERC00003,3.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,25.06,17.67,小雨,3,无,1,0.0,0,1,0,0,0
2025-03-02,VEM0001,MERC00003,1.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,28.0,21.7,小雨,2,无,1,0.0,0,1,0,0,0
2025-03-03,VEM0001,MERC00003,1.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,28.09,22.74,晴,2,无,0,1.0,1,1,0,0,0
2025-03-04,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,27.58,21.56,阴,4,无,0,0.0,0,1,0,0,0
2025-03-05,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.96,21.41,晴,3,无,0,0.0,0,1,0,0,0
2025-03-06,VEM0001,MERC00003,3.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,22.91,16.86,阴,2,无,0,0.0,0,1,0,0,0
2025-03-07,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.07,17.89,晴,3,节假日,0,0.0,0,1,0,0,0
2025-03-08,VEM0001,MERC00003,4.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,27.17,20.14,晴,1,无,1,1.0,1,1,0,0,0
2025-03-09,VEM0001,MERC00003,0.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,28.48,20.04,小雨,3,无,1,0.0,0,1,0,0,0
2025-03-10,VEM0001,MERC00003,1.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,27.08,21.28,多云,3,无,0,2.0,1,1,0,0,0
2025-03-11,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,27.22,19.3,晴,1,无,0,0.0,0,1,0,0,0
2025-03-12,VEM0001,MERC00003,5.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,29.78,21.19,小雨,4,无,0,0.0,0,1,0,0,0
2025-03-13,VEM0001,MERC00003,6.0,BRAND2,TYPE2,standard,36,0,西安市,4.6,26.45,21.32,多云,2,无,0,0.0,0,1,0,0,0
