vem_id,merc_id,date,daily_quantity,merc_brand_code,merc_type_code,machine_type,capacity,scene_code,city_name,merc_sale_price,max_temperature,min_temperature,weather,wind_level,event_name,is_offday,coupon_amount,discount_quantity,is_available,stockout_flag,outage_flag,suspension_flag
VEM0001,MERC00001,2025-03-20,11.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,24.14,18.98,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-21,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.41,17.71,小雨,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-22,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.07,18.11,多云,3,无,1,0.0,0,0,0,1,0
VEM0001,MERC00001,2025-03-23,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.7,18.12,晴,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-24,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.27,18.72,晴,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-25,10.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.28,20.29,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-26,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.23,24.16,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-27,7.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,24.21,17.91,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-28,10.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.74,20.24,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-29,12.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.88,18.73,晴,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-30,9.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,23.04,17.63,晴,3,节假日,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-03-31,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,30.31,22.51,晴,2,无,0,0.0,0,1,1,0,0
VEM0001,MERC00001,2025-04-01,9.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,27.54,20.58,多云,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-02,10.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,31.21,24.89,阴,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-03,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.34,22.59,晴,2,节假日,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-04,13.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,31.94,26.29,晴,4,无,0,1.0,1,1,0,0,0
VEM0001,MERC00001,2025-04-05,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.95,19.68,晴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-06,11.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,26.74,18.84,多云,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-07,8.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.82,21.8,小雨,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-08,12.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.55,19.46,晴,3,节假日,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-09,12.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,30.17,24.15,阴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-10,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,28.36,23.31,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-11,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,25.35,19.64,晴,2,无,0,1.0,1,1,0,0,0
VEM0001,MERC00001,2025-04-12,9.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,30.5,22.58,晴,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-13,13.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,31.84,26.75,多云,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00001,2025-04-14,0.0,BRAND0,TYPE0,standard,24,0,西安市,3.0,29.89,21.15,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-21,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.41,12.88,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-22,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.84,14.85,阴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-23,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,19.28,13.99,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-24,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.33,12.92,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-25,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,20.8,15.32,晴,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-26,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.87,16.38,小雨,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-27,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.12,15.15,阴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-28,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.93,18.1,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-29,3.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.0,16.26,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-01-30,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,21.87,14.38,阴,2,无,0,0.0,0,0,0,0,1
VEM0001,MERC00002,2025-01-31,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.52,17.28,多云,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-01,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.33,14.93,晴,2,无,1,2.0,1,1,0,0,0
VEM0001,MERC00002,2025-02-02,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.11,16.11,晴,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-03,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.21,18.18,晴,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-04,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.14,17.52,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-05,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.21,17.65,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-06,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.03,16.52,多云,2,无,0,2.0,1,1,0,0,0
VEM0001,MERC00002,2025-02-07,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.86,17.44,阴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-08,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.12,13.21,晴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-09,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.33,18.69,小雨,2,无,1,0.0,0,1,1,0,0
VEM0001,MERC00002,2025-02-10,5.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.32,16.22,阴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-11,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.15,19.6,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-12,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.43,16.43,阴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-13,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.36,20.66,晴,2,节假日,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-14,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.27,20.06,晴,3,无,0,1.0,1,1,0,0,0
VEM0001,MERC00002,2025-02-15,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.12,18.38,小雨,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-16,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.66,16.38,多云,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-17,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,20.95,15.12,阴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-18,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.07,18.46,多云,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-19,0.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,22.27,15.0,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-20,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.5,15.47,多云,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-21,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.78,19.93,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-22,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.16,22.82,晴,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-23,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.53,18.09,晴,4,节假日,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-24,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.08,17.62,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-25,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.82,19.02,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-26,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.03,19.69,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-27,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.56,17.85,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-02-28,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.12,18.73,小雨,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-01,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.75,16.04,晴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-02,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.36,17.63,小雨,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-03,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.71,20.22,阴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-04,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.39,19.64,多云,4,无,0,1.0,1,1,0,0,0
VEM0001,MERC00002,2025-03-05,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,20.81,14.14,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-06,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.73,15.97,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-07,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.7,22.33,小雨,1,无,0,1.0,1,1,0,0,0
VEM0001,MERC00002,2025-03-08,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.67,19.95,晴,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-09,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.65,17.91,多云,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-10,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.72,19.94,小雨,1,无,0,2.0,1,1,0,0,0
VEM0001,MERC00002,2025-03-11,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.01,15.1,阴,3,无,0,1.0,1,1,0,0,0
VEM0001,MERC00002,2025-03-12,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.1,23.16,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-13,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.71,25.57,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-14,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.8,21.18,小雨,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-15,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.11,15.32,多云,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-16,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.47,22.19,晴,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-17,3.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.06,16.98,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-18,16.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.87,23.32,多云,3,节假日,0,2.0,1,1,0,0,0
VEM0001,MERC00002,2025-03-19,12.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.97,23.42,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-20,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,29.95,22.93,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-21,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.45,22.01,多云,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-22,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.06,19.63,晴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-23,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.58,20.59,晴,2,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-24,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,23.26,15.26,小雨,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-25,5.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.81,23.24,晴,4,无,0,2.0,1,1,0,0,0
VEM0001,MERC00002,2025-03-26,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.57,20.66,小雨,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-27,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.91,17.42,多云,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-28,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,29.19,23.51,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-29,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.66,19.01,晴,4,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-03-30,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.5,18.49,阴,4,无,1,0.0,0,0,0,1,0
VEM0001,MERC00002,2025-03-31,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.61,23.54,晴,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-01,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,24.95,16.5,多云,1,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-02,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,30.49,23.62,晴,4,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-03,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.44,21.42,晴,4,无,0,1.0,1,1,0,0,0
VEM0001,MERC00002,2025-04-04,6.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,29.66,23.82,多云,3,无,0,1.0,1,1,0,0,0
VEM0001,MERC00002,2025-04-05,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.3,22.79,小雨,1,无,1,1.0,1,1,0,0,0
VEM0001,MERC00002,2025-04-06,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.95,21.48,晴,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-07,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,29.13,21.42,晴,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-08,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,31.89,22.94,小雨,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-09,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.9,20.82,多云,3,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-10,8.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.48,20.09,小雨,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-11,11.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,26.69,20.83,多云,2,无,0,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-12,10.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,28.35,21.45,晴,3,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-13,9.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,25.57,16.96,阴,1,无,1,0.0,0,1,0,0,0
VEM0001,MERC00002,2025-04-14,7.0,BRAND1,TYPE1,standard,30,0,西安市,3.8,27.97,19.67,晴,1,无,0,0.0,0,1,0,0,0
